tSNE_1	tSNE_2
-29.8599360983178	-1.52862170453939
-42.1380545013799	-6.01716562732062
-26.6973822438455	-1.04244624173278
-26.675187357519	-1.69550912696531
-38.7480956904855	12.3572530487387
-31.900150470487	0.290201126020125
-31.2689799222834	-0.0670469582271277
-30.069906813275	0.0718008278468897
-26.8585171160984	-1.72035920027777
-28.5336773407079	1.67720895128202
-32.2612330926003	0.0521861289658455
-33.4975928778052	10.8376629166408
-36.5952551011313	9.20888363315747
-37.8350808768096	8.52988184047319
-26.6527729190649	-0.636988495898806
-38.170092644474	10.2987900102657
-27.6273782241311	-1.92128256215411
-36.7519468509934	11.1093597594668
-40.1298500907897	12.1752192921645
-32.3876129198209	13.0005836403161
-34.9697373774608	9.929901709075
-36.4562908634645	10.4516062586128
-27.1305889113799	0.0158690518040963
-32.9165589875638	-1.39294188647426
-30.2146249012304	-0.550416371156065
-31.8639040355542	-1.81821004973644
-36.6097227680789	14.0199366118832
-26.8504092178521	-1.39295325660757
-38.703396886544	13.9394159752224
-34.8838946477747	9.82907272040356
-32.3610301071157	-2.21450869441411
-31.609340711938	-0.610658803008689
-39.4630833116345	12.7338300626464
-26.3400138242944	-2.55624810232386
-30.8702045974315	-0.313209316443428
-29.2655056406338	1.71847508221716
-29.6002037790656	-1.712629797992
-34.8950681375365	0.617640268154656
-30.2401229421709	1.1196310992459
-36.7673781487247	10.7474303116056
-37.7518414091942	0.983892898112565
-36.2750064522769	10.1504520091995
-36.5565154826698	10.6489783655301
-40.084035352715	11.8647632135889
-31.0420934344725	2.02916295192504
-40.3501306459822	10.1166221252808
-31.7240065420272	1.78063587406186
-28.5844722756336	2.66238871742269
-37.7082468362531	9.36961671853003
-32.9287208150217	-2.43089576169202
-37.3690441327753	10.7526315537985
-33.3630135991163	5.41603739763717
-27.1308771368216	-1.43381059404075
-29.4706108635413	3.5039708039196
-35.7179265866236	11.5069831390462
-38.5091927247436	11.8867451678637
-38.0526186828525	-3.67351424628787
-41.9491890496702	-3.79498076224291
-37.1031842255841	-0.444575073214591
-39.3765276806963	-0.645473166116215
-30.042573871668	-0.154207002222781
-35.0695506981528	12.8090447127287
-39.1252209563388	13.3114426492741
-32.3269768142247	3.21874767649838
-31.2368610711475	-0.87445703100404
-37.478476357664	13.2081687806739
-30.0872887795687	2.65686339556607
-37.6110234941026	-0.380147115947178
-38.9543123224241	12.9091233373027
-39.1272142418436	11.6264509119663
-32.4351222618818	0.44258377732487
-29.792597840221	1.29227296158282
-37.9879216498857	10.2148642649168
-29.8828589555749	2.02685828469229
-38.2276966850955	10.1120775920713
-32.832260105678	0.0631848500574136
-36.0402254689183	13.1992442875458
-39.0235907983085	6.61138951009835
-33.0067345389766	-2.2742298610045
-39.8769244083653	13.4785733868283
-36.094861952107	11.4058378586526
-29.3284773575087	-0.786644540276089
-39.8736072378727	13.5779053780425
-29.1092573164907	-0.579481521147788
-36.9956524113279	11.6264237629892
-28.9298482300576	-1.38402109699927
-39.3385290014786	13.3415187092614
-39.4041211657346	8.75422021671369
-29.7057623626085	-2.85087589186128
-30.7979368066842	0.682910957524607
-38.2134050805217	13.251939019643
-37.4013605574542	-0.271135530275215
-33.5815384729346	1.7688621949474
-40.4908324912268	11.4882371253964
-28.312178666183	2.92932949399042
-36.7778854311052	13.3029157226505
-32.7605529669636	-2.55148604756523
-36.651423732422	-2.09943400966798
-33.0221098548909	1.54894459476057
-28.9439695624305	-0.781230211363033
-27.4609113005504	-1.16459720420258
-31.4449338728819	-3.72941983716657
-36.5192388299667	-0.330456800979325
-36.5808455213134	10.344478746445
-38.4599133017974	12.4267282414268
-33.7496702787442	2.01041142124919
-27.1736309687028	-0.915390908001873
-30.2612972076434	-3.10233864089719
-31.7740280453742	-2.55535802370101
-28.310191550427	-1.54622488254018
-38.0646381888347	11.8349948204071
-37.1000701477546	13.4419101457026
-26.9268471966966	-0.346928411988361
-33.8784624304742	-0.332882120916966
-37.6769502436689	11.1005241340314
-29.6334675401532	-4.65345261181269
-36.7959003626077	13.2922099179915
-42.1303999844647	-5.94498940667519
-28.8149551482419	2.90374032343533
-26.6457053063928	-0.0775719619483163
-35.0361977771289	12.4333167500997
-34.0265226752873	5.72129990175171
-36.4148863605966	11.3413730555337
-37.1476281726936	-2.30068571616646
-36.6526519281675	0.920059569402352
-28.2917391142032	3.41567857429358
-32.8782246475453	12.7178331167104
-29.1753082476662	-0.657767446225465
-38.639982894583	13.6715285536787
-30.1978984785515	0.783877888593441
-27.853743840653	-2.56411448698997
-32.5282057151083	13.1213239231243
-38.0184339711328	10.7450641565673
-42.7966109242066	-0.832786154260361
-31.0194653162955	12.9900196779223
-30.9471158956806	11.7788328876911
-27.1530549734759	-1.21941890486361
-26.9414277362945	-2.56222890795616
-39.2328467450693	13.3018189017375
-33.3696497998341	2.62686680612414
-31.7729368070429	13.2489039233455
-39.1566525789132	-4.08404893518947
-32.3701736441469	-3.34022929180352
-31.5172012183844	12.8292822867532
-30.5873137524467	11.8843775895683
-34.2306712279072	1.81375388275064
-28.9036545338845	1.69683237896786
-31.7870159428722	13.0399744554471
-36.5930835359988	12.8644332895152
-30.9105317686846	12.0492280701426
-36.0288074135538	-2.87393964408343
-30.5787508410404	12.9033540182142
-35.8748279487563	0.319099373949719
-31.2489787375508	-5.62025719279908
-31.2826408934175	12.502481994072
-31.3304872679536	12.255058096767
-38.3982993635055	-3.96260124692209
-41.9853421608269	-4.68001721734921
-32.3924314529615	-4.96428460378548
-39.7497378585148	-4.22188030455512
-34.0560364407137	1.21353973193253
-34.538447759867	-4.44506453838472
-37.8598593721952	7.24441340598193
-40.9879703199623	-3.07321366420622
-33.4187727365899	9.23203097558577
-33.8966187940458	0.564981888487865
-41.2124924958301	-2.41665761619225
-35.1956442624958	10.1391911019205
-40.2975472825581	-1.50373274468396
-35.0988047044339	-4.48077534819141
-38.9874719131775	6.62751768195959
-40.2724684218138	-1.30306081378396
-31.9792344346381	-4.10423765579778
-36.0979173681759	-2.67537838941487
-39.9343903852828	-3.59408607085091
-40.3507652669126	-2.9119517937797
-39.0204600696516	0.788776829360823
-37.8648033755081	8.43504754112759
-30.7057923105191	12.2935024692938
-33.3140042686666	-0.862044728011799
-32.0681039690406	-4.26104692029173
-38.2909874843432	-1.88917895114095
-38.0764860115421	1.47550068839037
-39.258530422616	-1.1630152951892
-41.0879747279989	-2.30428589047847
-41.5831615488775	-2.22001898191932
-36.0482543020735	1.58243012295896
-31.1676318622268	12.4930741781983
-40.2870628477668	4.75575629998255
-32.9363748585428	-1.86526838268571
-35.9205829358034	-1.06220488984949
-32.2590173824728	-1.95485656792845
-42.1464663136337	-1.25796921323904
-36.7700550845537	-0.394754863969687
-35.5066795407584	-2.88304136756438
-37.8996325379811	1.75123219260539
-39.6563611011498	0.877850897846776
-30.8941011545566	12.1087638444374
-36.7617602370887	-4.89760518107918
-31.3604933424004	0.194197228556517
-27.1471874341342	-1.88109790548909
-31.6564968941771	11.2530405843007
-27.4201284819279	0.418920050577479
-32.4872166479815	13.6386117409567
-31.293377713238	-5.05210416861643
-36.2317268012469	0.916710273720062
-30.7643634435222	-5.12467765223306
-39.3825857324688	13.0492151975255
-30.2018941148784	-5.49688869313961
-28.6502904904211	2.4140240824761
-41.9940837562179	-2.01303130498569
-35.2259284925642	-1.47492674413987
-36.5409095676958	-1.85066191106396
-42.5050229432836	-1.45218794712279
-42.7783456589342	-1.13984031521392
-36.8936233917652	6.60582617683104
-40.1077794789831	5.06100950260834
-40.6662222168376	-1.62149644603372
-36.5428531132396	-3.04710808500849
-40.3020518573934	-1.11959119471822
-32.4624483774923	-3.15029957011808
-34.571780532095	-4.35800910144716
-32.4274960378712	-6.4849070721426
-32.6405330767478	0.650412954184349
-32.4835510697819	-6.63812381343567
-34.4676558306206	-5.49702998218189
-38.6891129550812	-2.09731992768637
-33.433351078538	11.0961323010851
-35.5429537388289	-5.89929055628988
-42.5954505675082	-1.23839155725713
-38.7462008781151	-2.35652332390564
-32.1960647164824	0.512654655022024
-31.5393822956358	1.12959437572912
-39.2031512648974	0.152345594500597
-41.5733039075939	-0.666243996378601
-30.0934704078129	-5.82682583900573
-37.9578261965214	1.23730209292268
-41.0103639254161	-0.097309439066747
-38.066144282047	12.0685441276561
-32.6934162984343	-0.00596007440036493
-39.7100891217935	-2.26317716261844
-34.0011193365836	-1.02465677381016
-32.1413751373272	1.72082522653618
-39.4585892395505	-1.2238752136022
-40.7378883545669	-1.55167665841434
-38.3322505139466	-5.43863234365766
-30.3717262727246	-5.47293702172797
-30.7288265753439	0.622983398432192
-39.6121622190405	8.83933126386967
-40.0564028140227	0.168200878352822
-39.8249109590501	-3.18598884424503
-30.4101212900195	-0.45301368626619
-36.5745697144776	-3.31023931311941
-37.0035796716597	9.02844284441615
-31.985757354292	2.74103823458471
-32.4198167790973	-3.55120885874151
-31.9814021541195	3.8961005535689
-39.2034280393349	6.24112505233548
-32.9883255789127	-4.07275819048855
-36.8669803148025	-4.86372794714481
-39.6453415664034	-1.81129925557122
-33.8733405358535	-0.283530545668551
-31.6945457335574	-4.94123814218961
-26.2829387849068	-1.09966369380533
-32.2472215058311	13.0677184075072
-41.4524791163868	-3.853031399901
-29.4817775343437	3.29540843920184
-36.2929738476143	1.63351697316619
-32.3555356672304	-6.38851468371042
-39.315540718002	-4.50927984217364
-31.9613244117472	-0.248246319624312
-35.9362534641054	1.50003404127193
-32.3571611266229	-6.39156369333953
-41.2784454550802	-1.15231922432393
-39.8439644922155	-2.82193742041926
-41.4948840165209	-3.55404420826709
-27.0491315411169	0.623409552333785
-26.9542435966977	0.815813920614162
-38.9255610552381	13.2425137983001
-33.3550315646524	0.724268563718798
-42.0737152552145	-5.60968306381728
-34.5885006905429	-5.29016447967475
-39.6362777057807	-0.54097791697265
-38.3652590975621	7.68484346213855
-35.9806862543437	9.97683895903858
-32.8252678488441	2.73684229803745
-34.8128410172183	-5.24438932422028
-38.6303728826855	-5.42404017566202
-37.9471465791716	-3.58045250557885
-38.8621125625166	8.10989862954047
-40.5237100381088	-2.73583292930205
-31.1236819801987	12.1889236179981
-42.8175955611619	-1.38466946271709
-32.3468848685381	-6.27917460954601
-40.8801443966621	-4.24846360864246
-38.4765353648384	-5.49877305071709
-41.9855102310922	-3.37698551019074
-30.1384291248193	3.28987400589446
-31.6712163410459	10.8422937859171
-39.390741019571	-4.68556239434196
-41.854872195321	-1.47262996422699
-34.2626552623067	-0.476397090660491
-39.3174438254915	-4.5580101771273
-35.1907691864487	-0.830697147695231
-30.177928894909	13.186259924888
-39.9259537940911	0.0954739330762587
-29.3882893545553	-2.95893015067923
-39.8798656108434	-1.63462334816881
-41.5600923824688	-2.88960141946744
-40.5318919273522	-3.32121962581518
